player ID, trial, timestamp, x, y, z, rotx, roty, rotz
002,1,0.002186441,-40.13069,1.08,-58.41978,0.03033065,-0.2219445,0.006907427
002,1,0.004693833,-43.31095,1.08,-56.13412,0.03776168,-0.5624146,0.02572422
002,1,0.006649213,-42.05962,1.08,-55.53333,-0.1434397,0.6872191,0.1412232
002,1,0.009607788,-39.32336,1.08,-53.03197,-0.01197757,0.409521,0.005377149
002,1,0.01268054,-37.46625,1.08,-50.39596,0.004698341,0.5955089,-0.003482894
002,1,0.01551141,-33.44783,1.08,-52.65108,-0.006135421,0.7264249,0.006485742
002,1,0.01932426,-28.5216,1.08,-54.20854,0.05274098,0.3768947,-0.02150105
002,1,0.02260515,-23.98438,1.08,-54.93652,0.05973828,0.2559637,-0.0158502
002,1,0.02634112,-19.91815,1.08,-55.54205,0.08783989,-0.02528934,0.002230757
002,1,0.03037069,-15.63852,1.08,-54.34592,0.07181236,0.4037684,-0.03181139
002,1,0.03356076,-11.20419,1.08,-57.83075,0.01451926,0.7580751,-0.01688694
002,1,0.03707024,-7.284552,1.08,-58.48974,0.0163481,0.6113045,-0.01263221
002,1,0.0392657,-3.15205,1.08,-57.41754,0.01457344,0.6272658,-0.01174114
002,1,0.04325143,0.8418329,1.08,-56.61486,0.01308094,0.6336941,-0.01071803
002,1,0.04661655,4.872005,1.08,-56.2685,0.006598653,0.6864215,-0.006229077
002,1,0.0495438,8.900217,1.08,-56.03619,0.006598653,0.6864215,-0.006229077
002,1,0.05315828,13.00426,1.08,-56.40317,0.006598653,0.6864215,-0.006229077
002,1,0.05614885,17.32523,1.08,-60.23386,0.006598653,0.6864215,-0.006229077
002,1,0.05971059,21.39391,1.08,-60.76372,0.006598653,0.6864215,-0.006229077
002,1,0.06254212,25.41039,1.08,-60.53209,0.006598653,0.6864215,-0.006229077
002,1,0.06620587,29.46644,1.08,-60.29818,0.006598653,0.6864215,-0.006229077
002,1,0.06905625,33.47112,1.08,-60.15298,0.008699701,0.7019977,-0.00857659
002,1,0.07232069,37.46124,1.08,-60.09793,0.007483887,0.7159472,-0.007675523
002,1,0.07537297,41.31659,1.08,-60.68719,0.0002493665,0.7627397,-0.0002941087
002,1,0.07889993,45.11266,1.08,-61.31649,0.0002493665,0.7627397,-0.0002941087
002,1,0.08266363,48.86072,1.08,-61.93782,0.0002493665,0.7627397,-0.0002941087
002,1,0.08649106,52.65018,1.08,-62.36064,0.006295477,0.6580105,-0.005501592
002,1,0.08963045,56.34663,1.08,-61.52053,0.01002994,0.3293276,-0.003498507
002,1,0.09257758,57.28848,1.08,-57.8811,0.05823887,-0.0502178,0.002933327
002,1,0.09581431,55.49579,1.08,-54.02882,0.01681386,-0.1333014,0.002261825
002,1,0.09908646,54.08331,1.08,-50.06587,0.020403,-0.1541541,0.003183952
002,1,0.1026246,53.51973,1.08,-45.41413,0.04116442,-0.2852933,0.01226549
002,1,0.1055935,52.44662,1.08,-41.28867,-0.02704623,-0.05728854,-0.00155256
002,1,0.1091522,48.84834,1.08,-36.93578,-0.0253878,0.1325309,0.003395746
002,1,0.1131016,47.45215,1.08,-32.19766,-0.03087023,0.1670374,0.005232599
002,1,0.1167979,46.84564,1.09,-27.42229,-0.03931741,0.2069991,0.008325873
002,1,0.1198699,45.96891,1.09,-22.57463,-0.009179056,0.0684652,0.0006299507
002,1,0.1232428,45.37278,1.09,-18.52306,0.01665505,-0.1623155,0.002740107
002,1,0.1265728,44.1827,1.09,-14.43344,0.00429019,-0.140868,0.0006104435
002,1,0.1299841,43.99403,1.09,-10.12089,0.00429019,-0.140868,0.0006104435
002,1,0.1335074,42.83183,1.08,-6.119625,0.00429019,-0.140868,0.0006104435
002,1,0.1363887,41.66862,1.08,-2.114847,0.00429019,-0.140868,0.0006104435
002,1,0.1393329,40.50588,1.09,1.888288,0.00429019,-0.140868,0.0006104435
002,1,0.1425941,39.34458,1.09,5.886458,0.00429019,-0.140868,0.0006104435
002,1,0.145612,38.1821,1.09,9.888723,0.00429019,-0.140868,0.0006104435
002,1,0.1491917,36.97733,1.09,13.95275,0.00429019,-0.140868,0.0006104435
002,1,0.1521776,33.18618,1.09,13.97392,0.00429019,-0.140868,0.0006104435
002,1,0.1557477,28.23538,1.08,16.27052,0.00429019,-0.140868,0.0006104435
002,1,0.1586818,23.21557,1.08,19.03061,0.00429019,-0.140868,0.0006104435
002,1,0.1617888,19.02164,1.09,18.45934,0.00429019,-0.140868,0.0006104435
002,1,0.1650005,19.47548,1.09,14.26177,0.00429019,-0.140868,0.0006104435
002,1,0.1686126,17.3581,1.09,9.363244,0.00429019,-0.140868,0.0006104435
002,1,0.1723909,14.54379,1.09,4.244816,0.00429019,-0.140868,0.0006104435
002,1,0.1763567,12.77529,1.09,-0.04450855,0.00429019,-0.140868,0.0006104435
002,1,0.1803888,8.324768,1.08,2.155829,0.00429019,-0.140868,0.0006104435
002,1,0.1836982,5.061871,1.08,5.551354,0.00429019,-0.140868,0.0006104435
002,1,0.1872565,2.739974,1.08,5.405591,0.00429019,-0.140868,0.0006104435
002,1,0.1907108,3.926573,1.08,1.320311,0.00429019,-0.140868,0.0006104435
002,1,0.1946881,7.56259,1.08,-0.2386973,0.04724712,-0.6785071,0.04380861
002,1,0.198574,6.344265,1.08,-3.172137,0.02258,-0.9249818,0.05566147
002,1,0.2018931,4.385564,1.08,-7.202757,0.01608922,-0.9065315,0.03469387
002,1,0.2050468,1.65233,1.08,-3.610097,0.05726856,-0.273099,0.01628925
002,1,0.208871,3.746354,1.08,1.207028,0.04270779,-0.01666069,0.0007122902
002,1,0.2120528,3.603883,1.08,5.477031,0.04270779,-0.01666069,0.0007122902
002,1,0.2151489,3.521917,1.08,9.723693,0.04416589,0.003207783,-0.0001418137
