player ID, trial, timestamp, x, y, z, rotx, roty, rotz
002,1,0.2186484,3.553492,1.08,13.8901,0.04538735,0.006711463,-0.0003049367
002,1,0.2223424,3.776014,1.08,18.02198,0.04398987,0.03150344,-0.001387866
002,1,0.2252007,4.041492,1.08,22.13894,0.04398441,0.03521384,-0.001551326
002,1,0.2284728,4.534936,1.08,26.19064,0.0474499,0.09864503,-0.004709047
002,1,0.2315858,5.335422,1.08,30.1839,0.0474499,0.09864503,-0.004709047
002,1,0.2339851,5.573862,1.08,34.30528,0.04763931,0.117043,-0.005620998
002,1,0.2372547,5.941832,1.08,38.38702,0.03687724,0.1978129,-0.00744733
002,1,0.2409813,5.524662,1.08,43.20229,0.01557671,0.2711863,-0.004389269
002,1,0.2434345,6.338436,1.08,47.73359,-0.003774877,0.3468447,0.001395966
002,1,0.2463254,7.184914,1.08,52.10542,0.007703592,0.2633032,-0.002102646
002,1,0.2494604,7.701013,1.08,56.6167,0.006885562,0.3851639,-0.002873881
002,1,0.2529965,10.27065,1.08,61.33041,0.002086799,0.7179351,-0.002152246
002,1,0.255911,15.1541,1.08,64.14776,0.001164184,0.8115029,-0.001616749
002,1,0.2588341,20.03411,1.08,66.29787,0.001164184,0.8115029,-0.001616749
002,1,0.2620518,24.10687,1.08,65.84201,0.004384298,0.8366951,-0.006698775
002,1,0.2648224,29.42588,1.08,67.60638,0.003128083,0.8732427,-0.005606184
002,1,0.2680702,34.39572,1.08,67.89162,0.005046304,0.9013615,-0.01050689
002,1,0.2713081,40.03319,1.08,68.2738,0.003457651,0.9237875,-0.008344159
002,1,0.2741879,45.6804,1.08,67.52013,0.0002232915,0.9514722,-0.0006903872
002,1,0.2771042,51.25823,1.08,66.59846,0.0002206326,0.9526495,-0.0006912415
002,1,0.2803192,56.50191,1.08,64.33931,-0.0003860421,0.9892431,0.002611086
002,1,0.2835395,61.12708,1.08,60.70795,0.0007299298,0.9971885,0.009798166
002,1,0.2865193,62.06506,1.08,56.29704,0.001190491,0.9944647,0.01133441
002,1,0.2895131,62.88888,1.08,51.90295,0.001190491,0.9944647,0.01133441
002,1,0.2931052,62.15991,1.08,47.8567,0.0009702516,0.9938052,0.00870324
002,1,0.2968708,61.05648,1.08,43.88361,-0.0007182244,0.9879561,-0.004587807
002,1,0.3003701,59.7706,1.08,39.92323,-0.00048825,0.9855177,-0.002838011
002,1,0.3043031,58.20079,1.08,35.98671,0.0001631016,0.9188647,0.0003798241
002,1,0.3069596,54.51696,1.08,34.12255,-0.0004351473,0.7849154,-0.0005512467
002,1,0.3097782,50.34855,1.08,33.84751,0.003064472,0.6887438,0.002911252
002,1,0.3134698,46.26005,1.09,34.42852,0.004934559,0.6968721,0.004794948
002,1,0.3164582,42.11422,1.09,34.54753,0.004934559,0.6968721,0.004794948
002,1,0.319738,37.95652,1.09,34.66687,0.004934559,0.6968721,0.004794948
002,1,0.3229385,33.82469,1.09,34.78548,0.004934559,0.6968721,0.004794948
002,1,0.326059,29.73285,1.08,34.90293,0.004934559,0.6968721,0.004794948
002,1,0.3296419,25.6341,1.08,35.02058,0.004934559,0.6968721,0.004794948
002,1,0.3332576,21.51916,1.08,35.1387,0.004934559,0.6968721,0.004794948
002,1,0.3369555,17.44095,1.08,35.25576,0.004934559,0.6968721,0.004794948
002,1,0.3399478,13.37369,1.08,35.37251,0.004934559,0.6968721,0.004794948
002,1,0.3429596,9.301545,1.08,35.4894,0.004934559,0.6968721,0.004794948
002,1,0.3462139,5.24077,1.08,35.60596,0.004934559,0.6968721,0.004794948
002,1,0.3491018,1.178668,1.08,35.72256,0.004934559,0.6968721,0.004794948
002,1,0.3530118,-2.875773,1.08,35.83894,0.004934559,0.6968721,0.004794948
002,1,0.3561168,-7.001489,1.08,35.73085,0.004934559,0.6968721,0.004794948
002,1,0.3589406,-10.94168,1.08,31.76794,-0.00309813,0.8908918,-0.006077314
002,1,0.3628133,-15.12336,1.08,30.62272,-0.007483209,0.990362,-0.05932061
002,1,0.3660032,-19.59288,1.08,32.15079,-0.01385161,0.9118485,-0.03087178
002,1,0.3695407,-26.06736,1.08,32.8387,-0.01730874,0.8950782,-0.03487724
002,1,0.3744632,-32.39003,1.08,33.41771,-0.01759516,0.8322428,-0.02645608
002,1,0.378381,-38.40622,1.08,35.02863,-0.01321814,0.9395384,-0.03650097
002,1,0.3831708,-43.44626,1.08,36.62649,-0.01187597,0.9672698,-0.04608791
002,1,0.3872816,-44.74237,1.08,31.52867,-0.004600827,0.9929768,-0.04123343
002,1,0.3919756,-45.44943,1.08,25.53815,-0.001229124,0.9987585,-0.03761759
002,1,0.397748,-45.88133,1.08,18.93599,-0.001229124,0.9987585,-0.03761759
002,1,0.4037162,-46.31679,1.08,12.27943,-0.001229124,0.9987585,-0.03761759
002,1,0.4096994,-46.81741,1.08,4.62685,-0.001229124,0.9987585,-0.03761759
002,1,0.4167636,-47.35247,1.08,-3.5522,-0.001229124,0.9987585,-0.03761759
002,1,0.4235916,-47.88567,1.08,-11.70288,-0.001229124,0.9987585,-0.03761759
002,1,0.4296309,-48.416,1.08,-19.80962,-0.001229124,0.9987585,-0.03761759
002,1,0.4363768,-44.91945,1.08,-25.33571,0.01580065,0.9049204,-0.03372662
002,1,0.4442769,-42.17799,1.08,-33.24557,0.003710651,0.9947906,-0.03926948
002,1,0.4506629,-40.37737,1.08,-42.68837,0.003710651,0.9947906,-0.03926948
002,1,0.46023,-37.94884,1.08,-52.18489,0.01640227,0.6601118,-0.0144201
002,1,0.4709543,-27.41635,1.08,-48.07707,0.0351622,0.1495007,-0.005319965
002,1,0.4812253,-13.98133,1.08,-42.58009,-0.003232506,0.8941793,0.006456905
002,1,0.4905392,-2.259519,1.08,-35.90403,-0.004846175,0.2645307,0.001329334
002,1,0.5037356,0.6035332,1.08,-25.74324,0.005889717,0.02846465,-0.0001677196
002,1,0.5142558,-11.67502,1.08,-25.73433,0.01056005,-0.1100021,0.001168788
002,1,0.5253479,-13.96786,1.08,-34.45085,0.008445774,-0.8641646,0.01451206
002,1,0.5336309,-7.919405,1.08,-25.61679,-0.01243427,0.1412844,0.001774712
002,1,0.5409241,1.849931,1.08,-19.26113,-0.0004530108,0.812568,0.000631538
002,1,0.5487045,3.370342,1.08,-9.732732,-0.01876733,0.2576275,0.005004903
002,1,0.5563438,4.435409,1.08,1.54814,-0.01795943,0.2640848,0.004918297
002,1,0.5620191,4.15215,1.08,15.84046,-0.02237821,0.4405768,0.01098692
002,1,0.5716806,6.085799,1.08,29.23932,0.004182048,-0.2680134,0.00116342
002,1,0.5786774,15.23907,1.08,34.08976,0.009039852,0.5568699,-0.006061227
002,1,0.5878702,24.23876,1.08,44.78801,0.006961847,0.6546785,-0.006029983
002,1,0.5960494,27.09059,1.08,57.993,-0.01032259,0.5787081,0.007325848
002,1,0.6023987,19.2199,1.08,63.85902,0.00800464,0.956129,0.02624119
002,1,0.6154652,5.478369,1.08,63.74822,0.0008467081,0.807349,0.001158483
002,1,0.6298768,-9.422057,1.08,61.08643,0.005589251,0.685234,0.005258872
002,1,0.6416224,-24.44329,1.08,62.00222,0.005589251,0.685234,0.005258872
002,1,0.652074,-39.22919,1.08,62.90366,0.005589251,0.685234,0.005258872
002,2,0.006528126,-45.21593,1.08,-56.13171,-0.001341046,-0.5520961,-0.0008879888
002,2,0.0138079,-45.92223,1.08,-46.20031,-0.01659296,-0.06507072,-0.001082159
002,2,0.02074454,-42.45521,1.08,-36.55371,0.02688529,-0.06142032,0.001655029
002,2,0.02749455,-44.15912,1.08,-26.36279,0.02715881,-0.08182684,0.002230631
002,2,0.0345224,-45.84532,1.08,-16.167,0.02715881,-0.08182684,0.002230631
002,2,0.0411002,-47.53001,1.08,-5.980264,0.02715881,-0.08182684,0.002230631
002,2,0.04823299,-44.9904,1.08,3.750351,0.01776622,0.1893703,-0.003426973
002,2,0.05533191,-42.3475,1.08,13.81905,0.01776622,0.1893703,-0.003426973
002,2,0.0636689,-46.75826,1.08,24.77263,-0.01383248,-0.09040335,-0.001255766
002,2,0.07602394,-46.79468,1.08,38.37858,0.008099874,-0.07840181,0.0006370267
002,2,0.08649334,-48.93889,1.08,52.79861,0.02766618,-0.03123487,0.000864903
002,2,0.0984814,-36.01614,1.08,62.38091,-0.004038494,0.8135341,0.005650196
002,2,0.1129412,-16.02859,1.08,65.98447,-0.001725814,0.8175121,0.002449842
002,2,0.1255224,4.21429,1.08,67.20816,-0.01290683,0.968917,0.05176941
002,2,0.143207,26.02081,1.08,69.48504,-0.0008375614,0.8330664,0.001261354
002,2,0.156627,41.29576,1.08,65.10355,-0.009646251,0.9214589,0.02292781
002,2,0.1692272,61.82243,1.08,57.57421,0.005943062,0.9879041,0.03916134
002,2,0.1816414,60.38167,1.08,38.2081,-4.769045E-05,0.9632416,-0.0001710021
002,2,0.1933914,44.50384,1.09,33.09948,-0.001260857,0.7969841,-0.001663723
002,2,0.205327,27.22808,1.08,29.87628,0.01179178,0.9308937,0.03016861
002,2,0.2244031,13.28582,1.09,16.44491,0.02971684,0.7760674,0.03667191
002,2,0.2422988,5.310003,1.08,2.945801,5.252738E-05,0.9923529,0.0004223007
002,2,0.2610846,5.10207,1.08,-13.35286,0.0250726,0.5403966,-0.01611301
002,2,0.2783465,2.448997,1.08,-29.33417,0.0006064268,0.9979762,0.009628994
002,2,0.2895829,0.4523185,1.08,-45.12318,0.0006064268,0.9979762,0.009628994
002,2,0.3052074,7.124444,1.08,-50.44416,-0.009812929,0.7821665,0.01232254
002,2,0.3182375,29.65382,1.08,-45.59821,-0.01265903,0.9679756,0.04986918
002,2,0.3276356,52.14322,1.08,-49.46968,-0.006827525,0.9573953,0.02271201
002,2,0.3390079,61.82296,1.08,-54.37864,0.04368058,-0.03960164,0.00173284
002,2,0.3524131,64.76915,1.08,-37.16486,0.04779242,-0.1576927,0.007641189
